"BoroCT2010","census_tract","borough","total_population","data"
3647024700,"Census Tract 247, Kings County, New York"," Kings County",2104,2104
3647024800,"Census Tract 248, Kings County, New York"," Kings County",3056,3056
3647024900,"Census Tract 249, Kings County, New York"," Kings County",3973,3973
3647025000,"Census Tract 250, Kings County, New York"," Kings County",1527,1527
3647025100,"Census Tract 251, Kings County, New York"," Kings County",3522,3522
3647025200,"Census Tract 252, Kings County, New York"," Kings County",5337,5337
3647025300,"Census Tract 253, Kings County, New York"," Kings County",2540,2540
3647025400,"Census Tract 254, Kings County, New York"," Kings County",4256,4256
3647025500,"Census Tract 255, Kings County, New York"," Kings County",5270,5270
3647025600,"Census Tract 256, Kings County, New York"," Kings County",3195,3195
3647025700,"Census Tract 257, Kings County, New York"," Kings County",2177,2177
3647025800,"Census Tract 258, Kings County, New York"," Kings County",4225,4225
3647025901,"Census Tract 259.01, Kings County, New York"," Kings County",1914,1914
3647025902,"Census Tract 259.02, Kings County, New York"," Kings County",3737,3737
3647026000,"Census Tract 260, Kings County, New York"," Kings County",3687,3687
3647026100,"Census Tract 261, Kings County, New York"," Kings County",4987,4987
3647026200,"Census Tract 262, Kings County, New York"," Kings County",2422,2422
3647026300,"Census Tract 263, Kings County, New York"," Kings County",2002,2002
3647026400,"Census Tract 264, Kings County, New York"," Kings County",4946,4946
3647026500,"Census Tract 265, Kings County, New York"," Kings County",3558,3558
3647026600,"Census Tract 266, Kings County, New York"," Kings County",3418,3418
3647026700,"Census Tract 267, Kings County, New York"," Kings County",3531,3531
3647026800,"Census Tract 268, Kings County, New York"," Kings County",3690,3690
3647026900,"Census Tract 269, Kings County, New York"," Kings County",2685,2685
3647027000,"Census Tract 270, Kings County, New York"," Kings County",2539,2539
3647027100,"Census Tract 271, Kings County, New York"," Kings County",2502,2502
3647027200,"Census Tract 272, Kings County, New York"," Kings County",3692,3692
3647027300,"Census Tract 273, Kings County, New York"," Kings County",2649,2649
3647027400,"Census Tract 274, Kings County, New York"," Kings County",3090,3090
3647027500,"Census Tract 275, Kings County, New York"," Kings County",4346,4346
3647027600,"Census Tract 276, Kings County, New York"," Kings County",4325,4325
3647027700,"Census Tract 277, Kings County, New York"," Kings County",4975,4975
3647027800,"Census Tract 278, Kings County, New York"," Kings County",3418,3418
3647027900,"Census Tract 279, Kings County, New York"," Kings County",3914,3914
3647028000,"Census Tract 280, Kings County, New York"," Kings County",1690,1690
3647028100,"Census Tract 281, Kings County, New York"," Kings County",4882,4882
3647028200,"Census Tract 282, Kings County, New York"," Kings County",3226,3226
3647028300,"Census Tract 283, Kings County, New York"," Kings County",4150,4150
3647028400,"Census Tract 284, Kings County, New York"," Kings County",3662,3662
3647028501,"Census Tract 285.01, Kings County, New York"," Kings County",293,293
3647028502,"Census Tract 285.02, Kings County, New York"," Kings County",2626,2626
3647028600,"Census Tract 286, Kings County, New York"," Kings County",4692,4692
3647028700,"Census Tract 287, Kings County, New York"," Kings County",2774,2774
3647028800,"Census Tract 288, Kings County, New York"," Kings County",3495,3495
3647028900,"Census Tract 289, Kings County, New York"," Kings County",3408,3408
3647029000,"Census Tract 290, Kings County, New York"," Kings County",4017,4017
3647029100,"Census Tract 291, Kings County, New York"," Kings County",2843,2843
3647029200,"Census Tract 292, Kings County, New York"," Kings County",2540,2540
3647029300,"Census Tract 293, Kings County, New York"," Kings County",3426,3426
3647029400,"Census Tract 294, Kings County, New York"," Kings County",2489,2489
3647029500,"Census Tract 295, Kings County, New York"," Kings County",3803,3803
3647029600,"Census Tract 296, Kings County, New York"," Kings County",5711,5711
3647029700,"Census Tract 297, Kings County, New York"," Kings County",3969,3969
3647029800,"Census Tract 298, Kings County, New York"," Kings County",3871,3871
3647029900,"Census Tract 299, Kings County, New York"," Kings County",2663,2663
3647030000,"Census Tract 300, Kings County, New York"," Kings County",4048,4048
3647030100,"Census Tract 301, Kings County, New York"," Kings County",2752,2752
3647030200,"Census Tract 302, Kings County, New York"," Kings County",4355,4355
3647030300,"Census Tract 303, Kings County, New York"," Kings County",5018,5018
3647030400,"Census Tract 304, Kings County, New York"," Kings County",3742,3742
3647030500,"Census Tract 305, Kings County, New York"," Kings County",5951,5951
3647030600,"Census Tract 306, Kings County, New York"," Kings County",2029,2029
3647030700,"Census Tract 307, Kings County, New York"," Kings County",4304,4304
3647030800,"Census Tract 308, Kings County, New York"," Kings County",1898,1898
3647030900,"Census Tract 309, Kings County, New York"," Kings County",2134,2134
3647031100,"Census Tract 311, Kings County, New York"," Kings County",2805,2805
3647031300,"Census Tract 313, Kings County, New York"," Kings County",4242,4242
3647031400,"Census Tract 314, Kings County, New York"," Kings County",4409,4409
3647031500,"Census Tract 315, Kings County, New York"," Kings County",4798,4798
3647031701,"Census Tract 317.01, Kings County, New York"," Kings County",3262,3262
3647031702,"Census Tract 317.02, Kings County, New York"," Kings County",3857,3857
3647031900,"Census Tract 319, Kings County, New York"," Kings County",3782,3782
3647032100,"Census Tract 321, Kings County, New York"," Kings County",5897,5897
3647032300,"Census Tract 323, Kings County, New York"," Kings County",3835,3835
3647032500,"Census Tract 325, Kings County, New York"," Kings County",6446,6446
3647032600,"Census Tract 326, Kings County, New York"," Kings County",6947,6947
3647032700,"Census Tract 327, Kings County, New York"," Kings County",2501,2501
3647032800,"Census Tract 328, Kings County, New York"," Kings County",2621,2621
3647032900,"Census Tract 329, Kings County, New York"," Kings County",5783,5783
3647033000,"Census Tract 330, Kings County, New York"," Kings County",4634,4634
3647033100,"Census Tract 331, Kings County, New York"," Kings County",4378,4378
3647033300,"Census Tract 333, Kings County, New York"," Kings County",4719,4719
3647033500,"Census Tract 335, Kings County, New York"," Kings County",3115,3115
3647033600,"Census Tract 336, Kings County, New York"," Kings County",4008,4008
3647033700,"Census Tract 337, Kings County, New York"," Kings County",3818,3818
3647033900,"Census Tract 339, Kings County, New York"," Kings County",4495,4495
3647034000,"Census Tract 340, Kings County, New York"," Kings County",2166,2166
3647034100,"Census Tract 341, Kings County, New York"," Kings County",2803,2803
3647034200,"Census Tract 342, Kings County, New York"," Kings County",5748,5748
3647034300,"Census Tract 343, Kings County, New York"," Kings County",5097,5097
3647034500,"Census Tract 345, Kings County, New York"," Kings County",2899,2899
3647034700,"Census Tract 347, Kings County, New York"," Kings County",3326,3326
3647034800,"Census Tract 348, Kings County, New York"," Kings County",2185,2185
3647034900,"Census Tract 349, Kings County, New York"," Kings County",5297,5297
3647035000,"Census Tract 350, Kings County, New York"," Kings County",2806,2806
3647035100,"Census Tract 351, Kings County, New York"," Kings County",4437,4437
3647035200,"Census Tract 352, Kings County, New York"," Kings County",1035,1035
3647035300,"Census Tract 353, Kings County, New York"," Kings County",5140,5140
3647035400,"Census Tract 354, Kings County, New York"," Kings County",5373,5373
3647035500,"Census Tract 355, Kings County, New York"," Kings County",5620,5620
3647035601,"Census Tract 356.01, Kings County, New York"," Kings County",2592,2592
3647035602,"Census Tract 356.02, Kings County, New York"," Kings County",4835,4835
3647035700,"Census Tract 357, Kings County, New York"," Kings County",2499,2499
3647035900,"Census Tract 359, Kings County, New York"," Kings County",5213,5213
3647036001,"Census Tract 360.01, Kings County, New York"," Kings County",2899,2899
3647036002,"Census Tract 360.02, Kings County, New York"," Kings County",3975,3975
3647036100,"Census Tract 361, Kings County, New York"," Kings County",2375,2375
3647036200,"Census Tract 362, Kings County, New York"," Kings County",3345,3345
3647036300,"Census Tract 363, Kings County, New York"," Kings County",4076,4076
3647036400,"Census Tract 364, Kings County, New York"," Kings County",2077,2077
3647036501,"Census Tract 365.01, Kings County, New York"," Kings County",2677,2677
3647036502,"Census Tract 365.02, Kings County, New York"," Kings County",1164,1164
3647036600,"Census Tract 366, Kings County, New York"," Kings County",4702,4702
3647036700,"Census Tract 367, Kings County, New York"," Kings County",1426,1426
3647036900,"Census Tract 369, Kings County, New York"," Kings County",4839,4839
3647037000,"Census Tract 370, Kings County, New York"," Kings County",4074,4074
3647037100,"Census Tract 371, Kings County, New York"," Kings County",4705,4705
3647037300,"Census Tract 373, Kings County, New York"," Kings County",4110,4110
3647037401,"Census Tract 374.01, Kings County, New York"," Kings County",4174,4174
3647037402,"Census Tract 374.02, Kings County, New York"," Kings County",4668,4668
3647037500,"Census Tract 375, Kings County, New York"," Kings County",3129,3129
3647037700,"Census Tract 377, Kings County, New York"," Kings County",4240,4240
3647037900,"Census Tract 379, Kings County, New York"," Kings County",3537,3537
3647038100,"Census Tract 381, Kings County, New York"," Kings County",5550,5550
3647038200,"Census Tract 382, Kings County, New York"," Kings County",5786,5786
3647038300,"Census Tract 383, Kings County, New York"," Kings County",4655,4655
3647038500,"Census Tract 385, Kings County, New York"," Kings County",3364,3364
3647038600,"Census Tract 386, Kings County, New York"," Kings County",3622,3622
3647038700,"Census Tract 387, Kings County, New York"," Kings County",4058,4058
3647038800,"Census Tract 388, Kings County, New York"," Kings County",4049,4049
3647038900,"Census Tract 389, Kings County, New York"," Kings County",3249,3249
3647039000,"Census Tract 390, Kings County, New York"," Kings County",2318,2318
3647039100,"Census Tract 391, Kings County, New York"," Kings County",3086,3086
3647039200,"Census Tract 392, Kings County, New York"," Kings County",2807,2807
3647039300,"Census Tract 393, Kings County, New York"," Kings County",3444,3444
3647039400,"Census Tract 394, Kings County, New York"," Kings County",2480,2480
3647039500,"Census Tract 395, Kings County, New York"," Kings County",3789,3789
3647039600,"Census Tract 396, Kings County, New York"," Kings County",2090,2090
3647039700,"Census Tract 397, Kings County, New York"," Kings County",3261,3261
3647039800,"Census Tract 398, Kings County, New York"," Kings County",2859,2859
3647039900,"Census Tract 399, Kings County, New York"," Kings County",3384,3384
3647040000,"Census Tract 400, Kings County, New York"," Kings County",3429,3429
3647040100,"Census Tract 401, Kings County, New York"," Kings County",3356,3356
3647040200,"Census Tract 402, Kings County, New York"," Kings County",2683,2683
3647040300,"Census Tract 403, Kings County, New York"," Kings County",3724,3724
3647040400,"Census Tract 404, Kings County, New York"," Kings County",2451,2451
3647040500,"Census Tract 405, Kings County, New York"," Kings County",1539,1539
3647040600,"Census Tract 406, Kings County, New York"," Kings County",3335,3335
3647040700,"Census Tract 407, Kings County, New York"," Kings County",0,0
3647040800,"Census Tract 408, Kings County, New York"," Kings County",3304,3304
3647040900,"Census Tract 409, Kings County, New York"," Kings County",3738,3738
3647041000,"Census Tract 410, Kings County, New York"," Kings County",1854,1854
3647041100,"Census Tract 411, Kings County, New York"," Kings County",3387,3387
3647041200,"Census Tract 412, Kings County, New York"," Kings County",2835,2835
3647041300,"Census Tract 413, Kings County, New York"," Kings County",4365,4365
3647041401,"Census Tract 414.01, Kings County, New York"," Kings County",1480,1480
3647041402,"Census Tract 414.02, Kings County, New York"," Kings County",1611,1611
3647041500,"Census Tract 415, Kings County, New York"," Kings County",4478,4478
3647041600,"Census Tract 416, Kings County, New York"," Kings County",2644,2644
3647041700,"Census Tract 417, Kings County, New York"," Kings County",3158,3158
3647041800,"Census Tract 418, Kings County, New York"," Kings County",2314,2314
3647041900,"Census Tract 419, Kings County, New York"," Kings County",4030,4030
3647042000,"Census Tract 420, Kings County, New York"," Kings County",1894,1894
3647042100,"Census Tract 421, Kings County, New York"," Kings County",4016,4016
3647042200,"Census Tract 422, Kings County, New York"," Kings County",3474,3474
3647042300,"Census Tract 423, Kings County, New York"," Kings County",4986,4986
3647042400,"Census Tract 424, Kings County, New York"," Kings County",3432,3432
3647042500,"Census Tract 425, Kings County, New York"," Kings County",2906,2906
3647042600,"Census Tract 426, Kings County, New York"," Kings County",4408,4408
3647042700,"Census Tract 427, Kings County, New York"," Kings County",5609,5609
3647042800,"Census Tract 428, Kings County, New York"," Kings County",3760,3760
3647042900,"Census Tract 429, Kings County, New York"," Kings County",5743,5743
3647043000,"Census Tract 430, Kings County, New York"," Kings County",3394,3394
3647043100,"Census Tract 431, Kings County, New York"," Kings County",5655,5655
3647043200,"Census Tract 432, Kings County, New York"," Kings County",4790,4790
3647043300,"Census Tract 433, Kings County, New York"," Kings County",4601,4601
3647043400,"Census Tract 434, Kings County, New York"," Kings County",3368,3368
3647043500,"Census Tract 435, Kings County, New York"," Kings County",5156,5156
3647043600,"Census Tract 436, Kings County, New York"," Kings County",4823,4823
3647043700,"Census Tract 437, Kings County, New York"," Kings County",6122,6122
3647043800,"Census Tract 438, Kings County, New York"," Kings County",2632,2632
3647043900,"Census Tract 439, Kings County, New York"," Kings County",4155,4155
3647044000,"Census Tract 440, Kings County, New York"," Kings County",2943,2943
3647044100,"Census Tract 441, Kings County, New York"," Kings County",6156,6156
3647044200,"Census Tract 442, Kings County, New York"," Kings County",2743,2743
3647044300,"Census Tract 443, Kings County, New York"," Kings County",5378,5378
3647044400,"Census Tract 444, Kings County, New York"," Kings County",3409,3409
3647044500,"Census Tract 445, Kings County, New York"," Kings County",4963,4963
3647044600,"Census Tract 446, Kings County, New York"," Kings County",2021,2021
3647044700,"Census Tract 447, Kings County, New York"," Kings County",2480,2480
3647044800,"Census Tract 448, Kings County, New York"," Kings County",1924,1924
3647044900,"Census Tract 449, Kings County, New York"," Kings County",3465,3465
3647045000,"Census Tract 450, Kings County, New York"," Kings County",498,498
3647045200,"Census Tract 452, Kings County, New York"," Kings County",2638,2638
3647045300,"Census Tract 453, Kings County, New York"," Kings County",2262,2262
3647045400,"Census Tract 454, Kings County, New York"," Kings County",1896,1896
3647045600,"Census Tract 456, Kings County, New York"," Kings County",2562,2562
3647045800,"Census Tract 458, Kings County, New York"," Kings County",1651,1651
3647046000,"Census Tract 460, Kings County, New York"," Kings County",4028,4028
3647046201,"Census Tract 462.01, Kings County, New York"," Kings County",2685,2685
3647046202,"Census Tract 462.02, Kings County, New York"," Kings County",2191,2191
3647046400,"Census Tract 464, Kings County, New York"," Kings County",2710,2710
3647046800,"Census Tract 468, Kings County, New York"," Kings County",2326,2326
3647047000,"Census Tract 470, Kings County, New York"," Kings County",2806,2806
3647047200,"Census Tract 472, Kings County, New York"," Kings County",2931,2931
3647047400,"Census Tract 474, Kings County, New York"," Kings County",2929,2929
3647047600,"Census Tract 476, Kings County, New York"," Kings County",3958,3958
3647047700,"Census Tract 477, Kings County, New York"," Kings County",3760,3760
3647047800,"Census Tract 478, Kings County, New York"," Kings County",4320,4320
3647048000,"Census Tract 480, Kings County, New York"," Kings County",3623,3623
3647048100,"Census Tract 481, Kings County, New York"," Kings County",3092,3092
3647048200,"Census Tract 482, Kings County, New York"," Kings County",5688,5688
3647048400,"Census Tract 484, Kings County, New York"," Kings County",6210,6210
3647048500,"Census Tract 485, Kings County, New York"," Kings County",3034,3034
3647048600,"Census Tract 486, Kings County, New York"," Kings County",3355,3355
3647048800,"Census Tract 488, Kings County, New York"," Kings County",3961,3961
3647048900,"Census Tract 489, Kings County, New York"," Kings County",3829,3829
3647049000,"Census Tract 490, Kings County, New York"," Kings County",6156,6156
3647049100,"Census Tract 491, Kings County, New York"," Kings County",6017,6017
3647049200,"Census Tract 492, Kings County, New York"," Kings County",3637,3637
3647049300,"Census Tract 493, Kings County, New York"," Kings County",7398,7398
3647049400,"Census Tract 494, Kings County, New York"," Kings County",5574,5574
3647049500,"Census Tract 495, Kings County, New York"," Kings County",2702,2702
3647049600,"Census Tract 496, Kings County, New York"," Kings County",3933,3933
3647049700,"Census Tract 497, Kings County, New York"," Kings County",2776,2776
3647049800,"Census Tract 498, Kings County, New York"," Kings County",4535,4535
3647049900,"Census Tract 499, Kings County, New York"," Kings County",1728,1728
3647050000,"Census Tract 500, Kings County, New York"," Kings County",3684,3684
3647050100,"Census Tract 501, Kings County, New York"," Kings County",2962,2962
3647050202,"Census Tract 502.02, Kings County, New York"," Kings County",2405,2405
3647050300,"Census Tract 503, Kings County, New York"," Kings County",2431,2431
3647050400,"Census Tract 504, Kings County, New York"," Kings County",4824,4824
3647050500,"Census Tract 505, Kings County, New York"," Kings County",4289,4289
3647050600,"Census Tract 506, Kings County, New York"," Kings County",5740,5740
3647050700,"Census Tract 507, Kings County, New York"," Kings County",2417,2417
3647050801,"Census Tract 508.01, Kings County, New York"," Kings County",3948,3948
3647050803,"Census Tract 508.03, Kings County, New York"," Kings County",2111,2111
3647050804,"Census Tract 508.04, Kings County, New York"," Kings County",5782,5782
3647050900,"Census Tract 509, Kings County, New York"," Kings County",4104,4104
3647051001,"Census Tract 510.01, Kings County, New York"," Kings County",4274,4274
3647051002,"Census Tract 510.02, Kings County, New York"," Kings County",5028,5028
3647051100,"Census Tract 511, Kings County, New York"," Kings County",3798,3798
3647051200,"Census Tract 512, Kings County, New York"," Kings County",6103,6103
3647051300,"Census Tract 513, Kings County, New York"," Kings County",4458,4458
3647051400,"Census Tract 514, Kings County, New York"," Kings County",7261,7261
3647051500,"Census Tract 515, Kings County, New York"," Kings County",1367,1367
3647051601,"Census Tract 516.01, Kings County, New York"," Kings County",5186,5186
3647051602,"Census Tract 516.02, Kings County, New York"," Kings County",3819,3819
3647051700,"Census Tract 517, Kings County, New York"," Kings County",1998,1998
3647051800,"Census Tract 518, Kings County, New York"," Kings County",3481,3481
3647051900,"Census Tract 519, Kings County, New York"," Kings County",4299,4299
3647052000,"Census Tract 520, Kings County, New York"," Kings County",4566,4566
3647052300,"Census Tract 523, Kings County, New York"," Kings County",5670,5670
3647052500,"Census Tract 525, Kings County, New York"," Kings County",3338,3338
3647052600,"Census Tract 526, Kings County, New York"," Kings County",4712,4712
3647052700,"Census Tract 527, Kings County, New York"," Kings County",6705,6705
3647052800,"Census Tract 528, Kings County, New York"," Kings County",1843,1843
3647052900,"Census Tract 529, Kings County, New York"," Kings County",3994,3994
3647053000,"Census Tract 530, Kings County, New York"," Kings County",3619,3619
3647053100,"Census Tract 531, Kings County, New York"," Kings County",8924,8924
3647053200,"Census Tract 532, Kings County, New York"," Kings County",2539,2539
3647053300,"Census Tract 533, Kings County, New York"," Kings County",6905,6905
3647053400,"Census Tract 534, Kings County, New York"," Kings County",4227,4227
3647053500,"Census Tract 535, Kings County, New York"," Kings County",4326,4326
3647053700,"Census Tract 537, Kings County, New York"," Kings County",3392,3392
3647053800,"Census Tract 538, Kings County, New York"," Kings County",4265,4265
3647053900,"Census Tract 539, Kings County, New York"," Kings County",2638,2638
3647054200,"Census Tract 542, Kings County, New York"," Kings County",4719,4719
3647054300,"Census Tract 543, Kings County, New York"," Kings County",382,382
3647054400,"Census Tract 544, Kings County, New York"," Kings County",2918,2918
3647054500,"Census Tract 545, Kings County, New York"," Kings County",7169,7169
3647054600,"Census Tract 546, Kings County, New York"," Kings County",4457,4457
3647054700,"Census Tract 547, Kings County, New York"," Kings County",5071,5071
3647054800,"Census Tract 548, Kings County, New York"," Kings County",2193,2193
3647054900,"Census Tract 549, Kings County, New York"," Kings County",3480,3480
3647055000,"Census Tract 550, Kings County, New York"," Kings County",3744,3744
3647055100,"Census Tract 551, Kings County, New York"," Kings County",6138,6138
3647055200,"Census Tract 552, Kings County, New York"," Kings County",3179,3179
3647055300,"Census Tract 553, Kings County, New York"," Kings County",2899,2899
3647055400,"Census Tract 554, Kings County, New York"," Kings County",4028,4028
3647055500,"Census Tract 555, Kings County, New York"," Kings County",5178,5178
3647055600,"Census Tract 556, Kings County, New York"," Kings County",3591,3591
3647055700,"Census Tract 557, Kings County, New York"," Kings County",2384,2384
3647055800,"Census Tract 558, Kings County, New York"," Kings County",2244,2244
3647056000,"Census Tract 560, Kings County, New York"," Kings County",3681,3681
3647056100,"Census Tract 561, Kings County, New York"," Kings County",3003,3003
3647056200,"Census Tract 562, Kings County, New York"," Kings County",1519,1519
3647056300,"Census Tract 563, Kings County, New York"," Kings County",4519,4519
3647056400,"Census Tract 564, Kings County, New York"," Kings County",2545,2545
3647056500,"Census Tract 565, Kings County, New York"," Kings County",3125,3125
3647056600,"Census Tract 566, Kings County, New York"," Kings County",2747,2747
3647056800,"Census Tract 568, Kings County, New York"," Kings County",1382,1382
3647056900,"Census Tract 569, Kings County, New York"," Kings County",1432,1432
3647057000,"Census Tract 570, Kings County, New York"," Kings County",3321,3321
3647057100,"Census Tract 571, Kings County, New York"," Kings County",3886,3886
3647057200,"Census Tract 572, Kings County, New York"," Kings County",4954,4954
3647057300,"Census Tract 573, Kings County, New York"," Kings County",2375,2375
3647057400,"Census Tract 574, Kings County, New York"," Kings County",2881,2881
3647057500,"Census Tract 575, Kings County, New York"," Kings County",4028,4028
3647057600,"Census Tract 576, Kings County, New York"," Kings County",3070,3070
3647057800,"Census Tract 578, Kings County, New York"," Kings County",3260,3260
3647057900,"Census Tract 579, Kings County, New York"," Kings County",1016,1016
3647058000,"Census Tract 580, Kings County, New York"," Kings County",3999,3999
3647058200,"Census Tract 582, Kings County, New York"," Kings County",3150,3150
3647058400,"Census Tract 584, Kings County, New York"," Kings County",3303,3303
3647058600,"Census Tract 586, Kings County, New York"," Kings County",2658,2658
3647058800,"Census Tract 588, Kings County, New York"," Kings County",3505,3505
3647058900,"Census Tract 589, Kings County, New York"," Kings County",1786,1786
3647059000,"Census Tract 590, Kings County, New York"," Kings County",1893,1893
3647059100,"Census Tract 591, Kings County, New York"," Kings County",3818,3818
3647059200,"Census Tract 592, Kings County, New York"," Kings County",4599,4599
3647059300,"Census Tract 593, Kings County, New York"," Kings County",2036,2036
3647059401,"Census Tract 594.01, Kings County, New York"," Kings County",7740,7740
3647059402,"Census Tract 594.02, Kings County, New York"," Kings County",4817,4817
3647059600,"Census Tract 596, Kings County, New York"," Kings County",2451,2451
3647059800,"Census Tract 598, Kings County, New York"," Kings County",3484,3484
3647060000,"Census Tract 600, Kings County, New York"," Kings County",5984,5984
3647060600,"Census Tract 606, Kings County, New York"," Kings County",2482,2482
3647060800,"Census Tract 608, Kings County, New York"," Kings County",3126,3126
3647061002,"Census Tract 610.02, Kings County, New York"," Kings County",4282,4282
3647061003,"Census Tract 610.03, Kings County, New York"," Kings County",1838,1838
3647061004,"Census Tract 610.04, Kings County, New York"," Kings County",6231,6231
3647061200,"Census Tract 612, Kings County, New York"," Kings County",874,874
3647061600,"Census Tract 616, Kings County, New York"," Kings County",1572,1572
3647062000,"Census Tract 620, Kings County, New York"," Kings County",1891,1891
3647062200,"Census Tract 622, Kings County, New York"," Kings County",3150,3150
3647062600,"Census Tract 626, Kings County, New York"," Kings County",2670,2670
3647062800,"Census Tract 628, Kings County, New York"," Kings County",5130,5130
3647063200,"Census Tract 632, Kings County, New York"," Kings County",1458,1458
3647063600,"Census Tract 636, Kings County, New York"," Kings County",1349,1349
3647063800,"Census Tract 638, Kings County, New York"," Kings County",1649,1649
3647064000,"Census Tract 640, Kings County, New York"," Kings County",2017,2017
3647064200,"Census Tract 642, Kings County, New York"," Kings County",2434,2434
3647064400,"Census Tract 644, Kings County, New York"," Kings County",2814,2814
3647064600,"Census Tract 646, Kings County, New York"," Kings County",2402,2402
3647064800,"Census Tract 648, Kings County, New York"," Kings County",1918,1918
3647065000,"Census Tract 650, Kings County, New York"," Kings County",1322,1322
3647065200,"Census Tract 652, Kings County, New York"," Kings County",1241,1241
3647065400,"Census Tract 654, Kings County, New York"," Kings County",1765,1765
3647065600,"Census Tract 656, Kings County, New York"," Kings County",1827,1827
3647065800,"Census Tract 658, Kings County, New York"," Kings County",1954,1954
3647066000,"Census Tract 660, Kings County, New York"," Kings County",2058,2058
3647066200,"Census Tract 662, Kings County, New York"," Kings County",1729,1729
3647066600,"Census Tract 666, Kings County, New York"," Kings County",0,0
3647067000,"Census Tract 670, Kings County, New York"," Kings County",2763,2763
3647067200,"Census Tract 672, Kings County, New York"," Kings County",1699,1699
3647067400,"Census Tract 674, Kings County, New York"," Kings County",1938,1938
3647067600,"Census Tract 676, Kings County, New York"," Kings County",2057,2057
3647067800,"Census Tract 678, Kings County, New York"," Kings County",2392,2392
3647068000,"Census Tract 680, Kings County, New York"," Kings County",2155,2155
3647068200,"Census Tract 682, Kings County, New York"," Kings County",3037,3037
3647068600,"Census Tract 686, Kings County, New York"," Kings County",1660,1660
3647068800,"Census Tract 688, Kings County, New York"," Kings County",1863,1863
3647069000,"Census Tract 690, Kings County, New York"," Kings County",1801,1801
3647069200,"Census Tract 692, Kings County, New York"," Kings County",2842,2842
3647069601,"Census Tract 696.01, Kings County, New York"," Kings County",4032,4032
3647069602,"Census Tract 696.02, Kings County, New York"," Kings County",6667,6667
3647069800,"Census Tract 698, Kings County, New York"," Kings County",1448,1448
3647070000,"Census Tract 700, Kings County, New York"," Kings County",1798,1798
3647070201,"Census Tract 702.01, Kings County, New York"," Kings County",6015,6015
3647070202,"Census Tract 702.02, Kings County, New York"," Kings County",16,16
3647070203,"Census Tract 702.03, Kings County, New York"," Kings County",0,0
3647070600,"Census Tract 706, Kings County, New York"," Kings County",2748,2748
3647072000,"Census Tract 720, Kings County, New York"," Kings County",1969,1969
3647072200,"Census Tract 722, Kings County, New York"," Kings County",2896,2896
3647072400,"Census Tract 724, Kings County, New York"," Kings County",2038,2038
3647072600,"Census Tract 726, Kings County, New York"," Kings County",2110,2110
3647072800,"Census Tract 728, Kings County, New York"," Kings County",4050,4050
3647073000,"Census Tract 730, Kings County, New York"," Kings County",2550,2550
3647073200,"Census Tract 732, Kings County, New York"," Kings County",2858,2858
3647073400,"Census Tract 734, Kings County, New York"," Kings County",2357,2357
3647073600,"Census Tract 736, Kings County, New York"," Kings County",3624,3624
3647073800,"Census Tract 738, Kings County, New York"," Kings County",3583,3583
3647074000,"Census Tract 740, Kings County, New York"," Kings County",4264,4264
3647074200,"Census Tract 742, Kings County, New York"," Kings County",3590,3590
3647074400,"Census Tract 744, Kings County, New York"," Kings County",2500,2500
3647074600,"Census Tract 746, Kings County, New York"," Kings County",2278,2278
3647074800,"Census Tract 748, Kings County, New York"," Kings County",1906,1906
3647075000,"Census Tract 750, Kings County, New York"," Kings County",2888,2888
3647075200,"Census Tract 752, Kings County, New York"," Kings County",1021,1021
3647075400,"Census Tract 754, Kings County, New York"," Kings County",1573,1573
3647075600,"Census Tract 756, Kings County, New York"," Kings County",1971,1971
3647075800,"Census Tract 758, Kings County, New York"," Kings County",1841,1841
3647076000,"Census Tract 760, Kings County, New York"," Kings County",3013,3013
3647076200,"Census Tract 762, Kings County, New York"," Kings County",4875,4875
3647076400,"Census Tract 764, Kings County, New York"," Kings County",4070,4070
3647076600,"Census Tract 766, Kings County, New York"," Kings County",2467,2467
3647076800,"Census Tract 768, Kings County, New York"," Kings County",3308,3308
3647077000,"Census Tract 770, Kings County, New York"," Kings County",3302,3302
3647077200,"Census Tract 772, Kings County, New York"," Kings County",2917,2917
3647077400,"Census Tract 774, Kings County, New York"," Kings County",3333,3333
3647077600,"Census Tract 776, Kings County, New York"," Kings County",3956,3956
3647078000,"Census Tract 780, Kings County, New York"," Kings County",2586,2586
3647078200,"Census Tract 782, Kings County, New York"," Kings County",4685,4685
3647078400,"Census Tract 784, Kings County, New York"," Kings County",2806,2806
3647078600,"Census Tract 786, Kings County, New York"," Kings County",4893,4893
3647078800,"Census Tract 788, Kings County, New York"," Kings County",3237,3237
3647079000,"Census Tract 790, Kings County, New York"," Kings County",5288,5288
3647079200,"Census Tract 792, Kings County, New York"," Kings County",3771,3771
3647079400,"Census Tract 794, Kings County, New York"," Kings County",1964,1964
3647079601,"Census Tract 796.01, Kings County, New York"," Kings County",4728,4728
3647079602,"Census Tract 796.02, Kings County, New York"," Kings County",4642,4642
3647079801,"Census Tract 798.01, Kings County, New York"," Kings County",2886,2886
3647079802,"Census Tract 798.02, Kings County, New York"," Kings County",5956,5956
3647080000,"Census Tract 800, Kings County, New York"," Kings County",3797,3797
3647080200,"Census Tract 802, Kings County, New York"," Kings County",5031,5031
3647080400,"Census Tract 804, Kings County, New York"," Kings County",3282,3282
3647080600,"Census Tract 806, Kings County, New York"," Kings County",4241,4241
3647080800,"Census Tract 808, Kings County, New York"," Kings County",1256,1256
