"GEOID","census_tract","borough","total_population","non_family"
36005045800,"Census Tract 458, Bronx County, New York"," Bronx County",5243,0.29119170984456
36005046000,"Census Tract 460, Bronx County, New York"," Bronx County",2849,0.376857749469214
36005046201,"Census Tract 462.01, Bronx County, New York"," Bronx County",28926,0.45940240337772
36005046202,"Census Tract 462.02, Bronx County, New York"," Bronx County",9409,0.245920745920746
36005048400,"Census Tract 484, Bronx County, New York"," Bronx County",4377,0.267156862745098
36005050400,"Census Tract 504, Bronx County, New York"," Bronx County",63,0
36005051600,"Census Tract 516, Bronx County, New York"," Bronx County",4439,0.466806063774177
36081000100,"Census Tract 1, Queens County, New York"," Queens County",6403,0.594294294294294
36081000200,"Census Tract 2, Queens County, New York"," Queens County",3364,0.149793388429752
36081000400,"Census Tract 4, Queens County, New York"," Queens County",4559,0.193627450980392
36081000600,"Census Tract 6, Queens County, New York"," Queens County",3807,0.178504672897196
36081000700,"Census Tract 7, Queens County, New York"," Queens County",5815,0.572637995259059
36081000800,"Census Tract 8, Queens County, New York"," Queens County",3543,0.135974304068522
36081001000,"Census Tract 10, Queens County, New York"," Queens County",3884,0.151260504201681
36081001200,"Census Tract 12, Queens County, New York"," Queens County",4998,0.177746675997201
36081001400,"Census Tract 14, Queens County, New York"," Queens County",3781,0.205772811918063
36081001600,"Census Tract 16, Queens County, New York"," Queens County",3244,0.159653465346535
36081001800,"Census Tract 18, Queens County, New York"," Queens County",3443,0.191144708423326
36081001900,"Census Tract 19, Queens County, New York"," Queens County",1655,0.581527936145952
36081002000,"Census Tract 20, Queens County, New York"," Queens County",1950,0.106589147286822
36081002200,"Census Tract 22, Queens County, New York"," Queens County",2178,0.306179775280899
36081002400,"Census Tract 24, Queens County, New York"," Queens County",2278,0.150706436420722
36081002500,"Census Tract 25, Queens County, New York"," Queens County",6392,0.461024498886414
36081002600,"Census Tract 26, Queens County, New York"," Queens County",2467,0.127272727272727
36081002800,"Census Tract 28, Queens County, New York"," Queens County",2971,0.236593059936909
36081003000,"Census Tract 30, Queens County, New York"," Queens County",1587,0.276548672566372
36081003100,"Census Tract 31, Queens County, New York"," Queens County",1058,0.542410714285714
36081003200,"Census Tract 32, Queens County, New York"," Queens County",1613,0.252747252747253
36081003300,"Census Tract 33, Queens County, New York"," Queens County",2806,0.528558476881233
36081003400,"Census Tract 34, Queens County, New York"," Queens County",2389,0.1765625
36081003600,"Census Tract 36, Queens County, New York"," Queens County",3724,0.116452991452991
36081003700,"Census Tract 37, Queens County, New York"," Queens County",0,NA
36081003800,"Census Tract 38, Queens County, New York"," Queens County",2521,0.256756756756757
36081003900,"Census Tract 39, Queens County, New York"," Queens County",1646,0.254859611231102
36081004001,"Census Tract 40.01, Queens County, New York"," Queens County",2228,0.214705882352941
36081004002,"Census Tract 40.02, Queens County, New York"," Queens County",1551,0.10079575596817
36081004200,"Census Tract 42, Queens County, New York"," Queens County",4801,0.170651277823578
36081004300,"Census Tract 43, Queens County, New York"," Queens County",2418,0.421153846153846
36081004401,"Census Tract 44.01, Queens County, New York"," Queens County",3716,0.140461215932914
36081004500,"Census Tract 45, Queens County, New York"," Queens County",3533,0.509032258064516
36081004700,"Census Tract 47, Queens County, New York"," Queens County",4011,0.386470588235294
36081005000,"Census Tract 50, Queens County, New York"," Queens County",37,0.777777777777778
36081005100,"Census Tract 51, Queens County, New York"," Queens County",2194,0.398868458274399
36081005200,"Census Tract 52, Queens County, New York"," Queens County",2746,0.312584573748309
36081005300,"Census Tract 53, Queens County, New York"," Queens County",4043,0.617551963048499
36081005400,"Census Tract 54, Queens County, New York"," Queens County",5630,0.199392097264438
36081005500,"Census Tract 55, Queens County, New York"," Queens County",943,0.386842105263158
36081005700,"Census Tract 57, Queens County, New York"," Queens County",4315,0.510928961748634
36081005800,"Census Tract 58, Queens County, New York"," Queens County",5785,0.235116044399596
36081005900,"Census Tract 59, Queens County, New York"," Queens County",4174,0.560137457044674
36081006100,"Census Tract 61, Queens County, New York"," Queens County",5980,0.550955414012739
36081006201,"Census Tract 62.01, Queens County, New York"," Queens County",5996,0.448713301920986
36081006202,"Census Tract 62.02, Queens County, New York"," Queens County",7378,0.202545862972669
36081006300,"Census Tract 63, Queens County, New York"," Queens County",5434,0.631705364291433
36081006501,"Census Tract 65.01, Queens County, New York"," Queens County",3550,0.642688679245283
36081006502,"Census Tract 65.02, Queens County, New York"," Queens County",3845,0.539300057372347
36081006900,"Census Tract 69, Queens County, New York"," Queens County",4649,0.49607124148769
36081007100,"Census Tract 71, Queens County, New York"," Queens County",3825,0.545918367346939
36081007300,"Census Tract 73, Queens County, New York"," Queens County",4365,0.552349930200093
36081007500,"Census Tract 75, Queens County, New York"," Queens County",4325,0.598218471636193
36081007700,"Census Tract 77, Queens County, New York"," Queens County",1446,0.538720538720539
36081007900,"Census Tract 79, Queens County, New York"," Queens County",3425,0.448854961832061
36081008100,"Census Tract 81, Queens County, New York"," Queens County",1213,0.477223427331887
36081008300,"Census Tract 83, Queens County, New York"," Queens County",3527,0.347008547008547
36081008500,"Census Tract 85, Queens County, New York"," Queens County",1138,0.195121951219512
36081008600,"Census Tract 86, Queens County, New York"," Queens County",2849,0.16891064871481
36081008700,"Census Tract 87, Queens County, New York"," Queens County",5107,0.302158273381295
36081008800,"Census Tract 88, Queens County, New York"," Queens County",3928,0.253592561284869
36081009100,"Census Tract 91, Queens County, New York"," Queens County",2863,0.383906119027661
36081009400,"Census Tract 94, Queens County, New York"," Queens County",2962,0.151972157772622
36081009500,"Census Tract 95, Queens County, New York"," Queens County",2755,0.356356356356356
36081009600,"Census Tract 96, Queens County, New York"," Queens County",4079,0.147029204431017
36081009700,"Census Tract 97, Queens County, New York"," Queens County",3410,0.388377037562013
36081009800,"Census Tract 98, Queens County, New York"," Queens County",2818,0.12043301759134
36081009900,"Census Tract 99, Queens County, New York"," Queens County",0,NA
36081010000,"Census Tract 100, Queens County, New York"," Queens County",3833,0.143718592964824
36081010100,"Census Tract 101, Queens County, New York"," Queens County",2501,0.491228070175439
36081010200,"Census Tract 102, Queens County, New York"," Queens County",3164,0.139097744360902
36081010300,"Census Tract 103, Queens County, New York"," Queens County",3812,0.568530701754386
36081010400,"Census Tract 104, Queens County, New York"," Queens County",3442,0.129411764705882
36081010500,"Census Tract 105, Queens County, New York"," Queens County",4115,0.415522388059701
36081010600,"Census Tract 106, Queens County, New York"," Queens County",3741,0.130090497737557
36081010701,"Census Tract 107.01, Queens County, New York"," Queens County",0,NA
36081010800,"Census Tract 108, Queens County, New York"," Queens County",3530,0.0634328358208955
36081011000,"Census Tract 110, Queens County, New York"," Queens County",3586,0.0997706422018349
36081011100,"Census Tract 111, Queens County, New York"," Queens County",3440,0.436392914653784
36081011200,"Census Tract 112, Queens County, New York"," Queens County",2168,0.223113964686998
36081011300,"Census Tract 113, Queens County, New York"," Queens County",4229,0.583116206357478
36081011400,"Census Tract 114, Queens County, New York"," Queens County",1050,0.208588957055215
36081011500,"Census Tract 115, Queens County, New York"," Queens County",2356,0.55952380952381
36081011600,"Census Tract 116, Queens County, New York"," Queens County",2309,0.1875
36081011700,"Census Tract 117, Queens County, New York"," Queens County",3706,0.555142503097893
36081011800,"Census Tract 118, Queens County, New York"," Queens County",2766,0.175257731958763
36081011900,"Census Tract 119, Queens County, New York"," Queens County",1674,0.537010159651669
36081012000,"Census Tract 120, Queens County, New York"," Queens County",2467,0.1328
36081012100,"Census Tract 121, Queens County, New York"," Queens County",2247,0.499433748584371
36081012200,"Census Tract 122, Queens County, New York"," Queens County",3632,0.154535274356103
36081012301,"Census Tract 123.01, Queens County, New York"," Queens County",2670,0.464446444644464
36081012400,"Census Tract 124, Queens County, New York"," Queens County",3118,0.193771626297578
36081012500,"Census Tract 125, Queens County, New York"," Queens County",1829,0.416666666666667
36081012601,"Census Tract 126.01, Queens County, New York"," Queens County",2728,0.171465968586387
36081012602,"Census Tract 126.02, Queens County, New York"," Queens County",2666,0.186842105263158
36081012800,"Census Tract 128, Queens County, New York"," Queens County",2245,0.24
36081013000,"Census Tract 130, Queens County, New York"," Queens County",1645,0.306595365418895
36081013200,"Census Tract 132, Queens County, New York"," Queens County",2329,0.208791208791209
36081013400,"Census Tract 134, Queens County, New York"," Queens County",5920,0.49813153961136
36081013500,"Census Tract 135, Queens County, New York"," Queens County",1696,0.223832528180354
36081013600,"Census Tract 136, Queens County, New York"," Queens County",2063,0.479141835518474
36081013700,"Census Tract 137, Queens County, New York"," Queens County",1789,0.437837837837838
36081013800,"Census Tract 138, Queens County, New York"," Queens County",3600,0.319211102994887
36081014000,"Census Tract 140, Queens County, New York"," Queens County",3733,0.374095513748191
36081014100,"Census Tract 141, Queens County, New York"," Queens County",1729,0.485632183908046
36081014201,"Census Tract 142.01, Queens County, New York"," Queens County",4452,0.159656652360515
36081014202,"Census Tract 142.02, Queens County, New York"," Queens County",2749,0.186978297161937
36081014300,"Census Tract 143, Queens County, New York"," Queens County",4057,0.462704669496665
36081014400,"Census Tract 144, Queens County, New York"," Queens County",2033,0.259668508287293
36081014500,"Census Tract 145, Queens County, New York"," Queens County",2313,0.468085106382979
36081014700,"Census Tract 147, Queens County, New York"," Queens County",3367,0.429496402877698
36081014800,"Census Tract 148, Queens County, New York"," Queens County",2200,0.106306306306306
36081014900,"Census Tract 149, Queens County, New York"," Queens County",2430,0.470817120622568
36081015000,"Census Tract 150, Queens County, New York"," Queens County",2895,0.102848101265823
36081015100,"Census Tract 151, Queens County, New York"," Queens County",2717,0.584615384615385
36081015200,"Census Tract 152, Queens County, New York"," Queens County",2808,0.127397260273973
36081015300,"Census Tract 153, Queens County, New York"," Queens County",2159,0.640083945435467
36081015400,"Census Tract 154, Queens County, New York"," Queens County",2524,0.139802631578947
36081015500,"Census Tract 155, Queens County, New York"," Queens County",2336,0.516025641025641
36081015600,"Census Tract 156, Queens County, New York"," Queens County",3104,0.13216957605985
36081015700,"Census Tract 157, Queens County, New York"," Queens County",1457,0.632801161103048
36081015801,"Census Tract 158.01, Queens County, New York"," Queens County",3564,0.229144667370644
36081015802,"Census Tract 158.02, Queens County, New York"," Queens County",4679,0.153086419753086
36081015900,"Census Tract 159, Queens County, New York"," Queens County",3964,0.610564474365614
36081016100,"Census Tract 161, Queens County, New York"," Queens County",2606,0.327710843373494
36081016300,"Census Tract 163, Queens County, New York"," Queens County",3788,0.352226720647773
36081016400,"Census Tract 164, Queens County, New York"," Queens County",3691,0.0346420323325635
36081016600,"Census Tract 166, Queens County, New York"," Queens County",3409,0.168058455114823
36081016800,"Census Tract 168, Queens County, New York"," Queens County",3413,0.0801354401805869
36081016900,"Census Tract 169, Queens County, New York"," Queens County",5561,0.452830188679245
36081017000,"Census Tract 170, Queens County, New York"," Queens County",2339,0.226744186046512
36081017100,"Census Tract 171, Queens County, New York"," Queens County",0,NA
36081017200,"Census Tract 172, Queens County, New York"," Queens County",2355,0.171052631578947
36081017400,"Census Tract 174, Queens County, New York"," Queens County",2867,0.0998632010943912
36081017600,"Census Tract 176, Queens County, New York"," Queens County",2498,0.150387596899225
36081017800,"Census Tract 178, Queens County, New York"," Queens County",2242,0.177152317880795
36081017900,"Census Tract 179, Queens County, New York"," Queens County",994,0.448192771084337
36081018000,"Census Tract 180, Queens County, New York"," Queens County",1456,0.267379679144385
