"GEOID","census_tract","borough","total_population","disability"
36081077905,"Census Tract 779.05, Queens County, New York"," Queens County",2673,0.120838009726899
36081077906,"Census Tract 779.06, Queens County, New York"," Queens County",3241,0.120470733973366
36081077907,"Census Tract 779.07, Queens County, New York"," Queens County",3186,0.103892027620841
36081077908,"Census Tract 779.08, Queens County, New York"," Queens County",4364,0.0586617781851512
36081078800,"Census Tract 788, Queens County, New York"," Queens County",1575,0.18343949044586
36081079000,"Census Tract 790, Queens County, New York"," Queens County",2508,0.140749601275917
36081079200,"Census Tract 792, Queens County, New York"," Queens County",2599,0.103886110042324
36081079300,"Census Tract 793, Queens County, New York"," Queens County",0,NA
36081079701,"Census Tract 797.01, Queens County, New York"," Queens County",7057,0.0878560294742809
36081079702,"Census Tract 797.02, Queens County, New York"," Queens County",4914,0.0498575498575499
36081079900,"Census Tract 799, Queens County, New York"," Queens County",3405,0.0469897209985316
36081080301,"Census Tract 803.01, Queens County, New York"," Queens County",4855,0.0426589355974322
36081080302,"Census Tract 803.02, Queens County, New York"," Queens County",3538,0.0847936687394008
36081080900,"Census Tract 809, Queens County, New York"," Queens County",7181,0.0781228241192035
36081081400,"Census Tract 814, Queens County, New York"," Queens County",3978,0.128179299924452
36081081800,"Census Tract 818, Queens County, New York"," Queens County",4381,0.0885642547363616
36081083700,"Census Tract 837, Queens County, New York"," Queens County",5523,0.0597501357957632
36081083800,"Census Tract 838, Queens County, New York"," Queens County",6247,0.109332479590203
36081084000,"Census Tract 840, Queens County, New York"," Queens County",6455,0.0686289697908598
36081084500,"Census Tract 845, Queens County, New York"," Queens County",4484,0.0962145110410095
36081084601,"Census Tract 846.01, Queens County, New York"," Queens County",2671,0.119056533133658
36081084602,"Census Tract 846.02, Queens County, New York"," Queens County",1256,0.139331210191083
36081084900,"Census Tract 849, Queens County, New York"," Queens County",7392,0.0481601731601732
36081085300,"Census Tract 853, Queens County, New York"," Queens County",4526,0.0824127264692886
36081085500,"Census Tract 855, Queens County, New York"," Queens County",6375,0.0814117647058824
36081085700,"Census Tract 857, Queens County, New York"," Queens County",5753,0.0636648828197084
36081085900,"Census Tract 859, Queens County, New York"," Queens County",5267,0.0740106544901065
36081086100,"Census Tract 861, Queens County, New York"," Queens County",2178,0.0647382920110193
36081086300,"Census Tract 863, Queens County, New York"," Queens County",6845,0.0822358794263974
36081086400,"Census Tract 864, Queens County, New York"," Queens County",2887,0.128507100796675
36081086500,"Census Tract 865, Queens County, New York"," Queens County",4381,0.128965989500114
36081086900,"Census Tract 869, Queens County, New York"," Queens County",2350,0.0459574468085106
36081087100,"Census Tract 871, Queens County, New York"," Queens County",2316,0.110967184801382
36081088400,"Census Tract 884, Queens County, New York"," Queens County",7279,0.16219193170866
36081088901,"Census Tract 889.01, Queens County, New York"," Queens County",10346,0.118000970402717
36081089200,"Census Tract 892, Queens County, New York"," Queens County",8047,0.13520566670809
36081090700,"Census Tract 907, Queens County, New York"," Queens County",1212,0.0699241786015164
36081091601,"Census Tract 916.01, Queens County, New York"," Queens County",4006,0.144033949076385
36081091602,"Census Tract 916.02, Queens County, New York"," Queens County",0,NA
36081091800,"Census Tract 918, Queens County, New York"," Queens County",8,0.5
36081091900,"Census Tract 919, Queens County, New York"," Queens County",6317,0.0724077328646749
36081092200,"Census Tract 922, Queens County, New York"," Queens County",2088,0.085727969348659
36081092500,"Census Tract 925, Queens County, New York"," Queens County",3821,0.0777283433656111
36081092800,"Census Tract 928, Queens County, New York"," Queens County",3283,0.0913798355162961
36081092900,"Census Tract 929, Queens County, New York"," Queens County",6716,0.0678800537072952
36081093401,"Census Tract 934.01, Queens County, New York"," Queens County",3809,0.179908429841099
36081093402,"Census Tract 934.02, Queens County, New York"," Queens County",3841,0.192658161936996
36081093800,"Census Tract 938, Queens County, New York"," Queens County",5396,0.285561725758223
36081093900,"Census Tract 939, Queens County, New York"," Queens County",4978,0.0813579750903977
36081094201,"Census Tract 942.01, Queens County, New York"," Queens County",3347,0.208544965640872
36081094202,"Census Tract 942.02, Queens County, New York"," Queens County",4686,0.158757549611734
36081094203,"Census Tract 942.03, Queens County, New York"," Queens County",5586,0.208378088077336
36081094500,"Census Tract 945, Queens County, New York"," Queens County",4127,0.109002433090024
36081094700,"Census Tract 947, Queens County, New York"," Queens County",2699,0.0933679140422379
36081095400,"Census Tract 954, Queens County, New York"," Queens County",5221,0.16147476340694
36081096400,"Census Tract 964, Queens County, New York"," Queens County",4153,0.152055857253685
36081097202,"Census Tract 972.02, Queens County, New York"," Queens County",2634,0.168944570994685
36081097203,"Census Tract 972.03, Queens County, New York"," Queens County",6557,0.220680189110874
36081097204,"Census Tract 972.04, Queens County, New York"," Queens County",4052,0.185238784370478
36081097300,"Census Tract 973, Queens County, New York"," Queens County",1992,0.129016064257028
36081098100,"Census Tract 981, Queens County, New York"," Queens County",2436,0.0732208967503085
36081098700,"Census Tract 987, Queens County, New York"," Queens County",2596,0.0953299884214589
36081099100,"Census Tract 991, Queens County, New York"," Queens County",6234,0.101058710298364
36081099200,"Census Tract 992, Queens County, New York"," Queens County",4291,0.165707434052758
36081099701,"Census Tract 997.01, Queens County, New York"," Queens County",2559,0.0996483001172333
36081099703,"Census Tract 997.03, Queens County, New York"," Queens County",3858,0.119232763089684
36081099704,"Census Tract 997.04, Queens County, New York"," Queens County",7240,0.184530386740331
36081099705,"Census Tract 997.05, Queens County, New York"," Queens County",2720,0.0904411764705882
36081099801,"Census Tract 998.01, Queens County, New York"," Queens County",7455,0.145813215615947
36081099802,"Census Tract 998.02, Queens County, New York"," Queens County",5391,0.228158041179744
36081099900,"Census Tract 999, Queens County, New York"," Queens County",0,NA
36081100801,"Census Tract 1008.01, Queens County, New York"," Queens County",2277,0.077733860342556
36081100802,"Census Tract 1008.02, Queens County, New York"," Queens County",9029,0.117777531329711
36081101001,"Census Tract 1010.01, Queens County, New York"," Queens County",11028,0.19576773665917
36081101002,"Census Tract 1010.02, Queens County, New York"," Queens County",4311,0.197340797760672
36081101700,"Census Tract 1017, Queens County, New York"," Queens County",6078,0.133267522211254
36081102900,"Census Tract 1029, Queens County, New York"," Queens County",3714,0.108941709111488
36081103201,"Census Tract 1032.01, Queens County, New York"," Queens County",7161,0.133081971791649
36081103202,"Census Tract 1032.02, Queens County, New York"," Queens County",7195,0.132372025955299
36081103300,"Census Tract 1033, Queens County, New York"," Queens County",4044,0.0870425321463897
36081103900,"Census Tract 1039, Queens County, New York"," Queens County",6734,0.0843480843480843
36081104700,"Census Tract 1047, Queens County, New York"," Queens County",6664,0.0925870348139256
36081105900,"Census Tract 1059, Queens County, New York"," Queens County",3881,0.0999742334449884
36081107201,"Census Tract 1072.01, Queens County, New York"," Queens County",2112,0.135416666666667
36081107202,"Census Tract 1072.02, Queens County, New York"," Queens County",0,NA
36081108500,"Census Tract 1085, Queens County, New York"," Queens County",2496,0.123033481242436
36081109300,"Census Tract 1093, Queens County, New York"," Queens County",3216,0.107587064676617
36081109700,"Census Tract 1097, Queens County, New York"," Queens County",1633,0.108024691358025
36081109900,"Census Tract 1099, Queens County, New York"," Queens County",3903,0.0763515244683577
36081111300,"Census Tract 1113, Queens County, New York"," Queens County",2476,0.102584814216478
36081112300,"Census Tract 1123, Queens County, New York"," Queens County",2344,0.0456484641638225
36081112900,"Census Tract 1129, Queens County, New York"," Queens County",2252,0.0956831330663106
36081113300,"Census Tract 1133, Queens County, New York"," Queens County",1729,0.115095430884905
36081113900,"Census Tract 1139, Queens County, New York"," Queens County",3399,0.0779641070903207
36081114100,"Census Tract 1141, Queens County, New York"," Queens County",2337,0.0468012022327179
36081114700,"Census Tract 1147, Queens County, New York"," Queens County",1802,0.136514983351831
36081115100,"Census Tract 1151, Queens County, New York"," Queens County",1189,0.102607232968881
36081115500,"Census Tract 1155, Queens County, New York"," Queens County",2350,0.0459574468085106
36081115700,"Census Tract 1157, Queens County, New York"," Queens County",3515,0.0773826458036984
36081115900,"Census Tract 1159, Queens County, New York"," Queens County",4340,0.073963133640553
36081116100,"Census Tract 1161, Queens County, New York"," Queens County",4657,0.0685990338164251
36081116300,"Census Tract 1163, Queens County, New York"," Queens County",9062,0.0835128021057669
36081116700,"Census Tract 1167, Queens County, New York"," Queens County",1990,0.0804020100502513
36081117100,"Census Tract 1171, Queens County, New York"," Queens County",2813,0.0870956274440099
36081117500,"Census Tract 1175, Queens County, New York"," Queens County",5027,0.0821563556793316
36081118100,"Census Tract 1181, Queens County, New York"," Queens County",1577,0.102726696258719
36081118500,"Census Tract 1185, Queens County, New York"," Queens County",2186,0.0837145471180238
36081118700,"Census Tract 1187, Queens County, New York"," Queens County",2404,0.0827787021630616
36081118900,"Census Tract 1189, Queens County, New York"," Queens County",2556,0.0860719874804382
36081119100,"Census Tract 1191, Queens County, New York"," Queens County",3420,0.0304093567251462
36081119300,"Census Tract 1193, Queens County, New York"," Queens County",2079,0.0466570466570467
36081119500,"Census Tract 1195, Queens County, New York"," Queens County",1412,0.0722379603399433
36081119900,"Census Tract 1199, Queens County, New York"," Queens County",1520,0.0842105263157895
36081120100,"Census Tract 1201, Queens County, New York"," Queens County",1617,0.0581323438466296
36081120300,"Census Tract 1203, Queens County, New York"," Queens County",1734,0.0444059976931949
