"GEOID","census_tract","borough","total_population","total","car_alone","car_pooled","public","walked"
36005006800,"Census Tract 68, Bronx County, New York"," Bronx County",3288,1322,0.255673222390318,0.0582450832072617,0.584720121028744,0.0514372163388805
36005006900,"Census Tract 69, Bronx County, New York"," Bronx County",8554,2574,0.154623154623155,0.0392385392385392,0.637529137529138,0.11965811965812
36005007000,"Census Tract 70, Bronx County, New York"," Bronx County",4568,1816,0.141519823788546,0.0446035242290749,0.725220264317181,0.0390969162995595
36005007100,"Census Tract 71, Bronx County, New York"," Bronx County",2547,993,0.192346424974824,0.00503524672708963,0.682779456193353,0.0936555891238671
36005007200,"Census Tract 72, Bronx County, New York"," Bronx County",5822,2231,0.294038547736441,0.00941281936351412,0.600627521290901,0.0502017032720753
36005007300,"Census Tract 73, Bronx County, New York"," Bronx County",3761,1127,0.122448979591837,0.0186335403726708,0.618456078083407,0.0949423247559893
36005007400,"Census Tract 74, Bronx County, New York"," Bronx County",3635,1573,0.407501589319771,0.0680228862047044,0.464081373172282,0.0330578512396694
36005007500,"Census Tract 75, Bronx County, New York"," Bronx County",5599,1996,0.185871743486974,0.0375751503006012,0.6312625250501,0.100701402805611
36005007600,"Census Tract 76, Bronx County, New York"," Bronx County",5587,2271,0.266842800528402,0.0581241743725231,0.609863496257155,0.0321444297666226
36005007700,"Census Tract 77, Bronx County, New York"," Bronx County",1933,651,0.155145929339478,0.104454685099846,0.602150537634409,0.0829493087557604
36005007800,"Census Tract 78, Bronx County, New York"," Bronx County",6518,2415,0.215320910973085,0.102277432712215,0.575569358178054,0.0563146997929607
36005007900,"Census Tract 79, Bronx County, New York"," Bronx County",6420,2159,0.138490041685966,0,0.710050949513664,0.0995831403427513
36005008300,"Census Tract 83, Bronx County, New York"," Bronx County",6882,2305,0.104989154013015,0.0238611713665944,0.742299349240781,0.062472885032538
36005008400,"Census Tract 84, Bronx County, New York"," Bronx County",2289,1030,0.366019417475728,0.0524271844660194,0.541747572815534,0.0398058252427184
36005008500,"Census Tract 85, Bronx County, New York"," Bronx County",5959,2165,0.131177829099307,0.0337182448036952,0.666974595842956,0.116859122401848
36005008600,"Census Tract 86, Bronx County, New York"," Bronx County",3874,1263,0.178939034045922,0.0522565320665083,0.616785431512272,0.145684877276326
36005008700,"Census Tract 87, Bronx County, New York"," Bronx County",6002,2195,0.0952164009111617,0.0400911161731207,0.706605922551253,0.0747152619589977
36005008900,"Census Tract 89, Bronx County, New York"," Bronx County",3438,1133,0.11738746690203,0.0494263018534863,0.676963812886143,0.10414827890556
36005009000,"Census Tract 90, Bronx County, New York"," Bronx County",3476,1060,0.364150943396226,0.0650943396226415,0.478301886792453,0.0481132075471698
36005009200,"Census Tract 92, Bronx County, New York"," Bronx County",5622,2228,0.131508078994614,0.0807899461400359,0.679084380610413,0.0668761220825853
36005009300,"Census Tract 93, Bronx County, New York"," Bronx County",6517,1992,0.23995983935743,0.0230923694779116,0.453815261044177,0.233433734939759
36005009600,"Census Tract 96, Bronx County, New York"," Bronx County",2562,891,0.224466891133558,0.0718294051627385,0.524130190796857,0.122334455667789
